2026-04-06 16:25:06 | INFO     | naukri_agent.storage | Database ready: memory\agent.db
2026-04-06 16:25:06 | INFO     | naukri_agent.llm | LLM provider ready: [bold]gemini-1.5-flash[/] (FREE tier — 15 req/min · 1M tokens/day)
2026-04-06 16:25:15 | DEBUG    | naukri_agent.browser | Chrome driver created with anti-detection settings
2026-04-06 16:25:15 | INFO     | naukri_agent.auth | Attempting session cookie login...
2026-04-06 16:25:15 | INFO     | naukri_agent.auth | Logging in with email/password...
2026-04-06 16:25:27 | INFO     | naukri_agent.auth | [green]Login successful![/]
2026-04-06 16:25:27 | DEBUG    | naukri_agent.browser | Session cookies saved (17 cookies)
2026-04-06 16:25:27 | DEBUG    | naukri_agent.storage | Not enough data for threshold optimization (need 20+ outcomes)
2026-04-06 16:25:27 | INFO     | naukri_agent.apply | Searching: 'Data Scientist' in Pune
2026-04-06 16:25:35 | INFO     | naukri_agent.apply | Found 38 listings for 'Data Scientist'
2026-04-06 16:25:45 | DEBUG    | naukri_agent.llm | LLM API call #1
2026-04-06 16:25:46 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:25:46 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:25:46 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:25:57 | DEBUG    | naukri_agent.llm | LLM API call #2
2026-04-06 16:25:57 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:25:57 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:25:57 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:26:06 | DEBUG    | naukri_agent.llm | LLM API call #3
2026-04-06 16:26:07 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:26:07 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:26:07 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:26:17 | DEBUG    | naukri_agent.llm | LLM API call #4
2026-04-06 16:26:17 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:26:17 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:26:17 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:26:28 | DEBUG    | naukri_agent.llm | LLM API call #5
2026-04-06 16:26:28 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:26:28 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:26:28 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:26:39 | DEBUG    | naukri_agent.llm | LLM API call #6
2026-04-06 16:26:39 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:26:39 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:26:39 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:26:51 | DEBUG    | naukri_agent.llm | LLM API call #7
2026-04-06 16:26:51 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:26:51 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:26:51 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:00 | DEBUG    | naukri_agent.llm | LLM API call #8
2026-04-06 16:27:00 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:00 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:00 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:09 | DEBUG    | naukri_agent.llm | LLM API call #9
2026-04-06 16:27:09 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:09 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:09 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:18 | DEBUG    | naukri_agent.llm | LLM API call #10
2026-04-06 16:27:19 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:19 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:19 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:28 | DEBUG    | naukri_agent.llm | LLM API call #11
2026-04-06 16:27:28 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:28 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:28 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:38 | DEBUG    | naukri_agent.llm | LLM API call #12
2026-04-06 16:27:38 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:38 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:38 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:27:38 | INFO     | naukri_agent.apply | Searching: 'Machine Learning Engineer' in Pune
2026-04-06 16:27:44 | INFO     | naukri_agent.apply | Found 30 listings for 'Machine Learning Engineer'
2026-04-06 16:27:53 | DEBUG    | naukri_agent.llm | LLM API call #13
2026-04-06 16:27:53 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:27:53 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:27:53 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:02 | DEBUG    | naukri_agent.llm | LLM API call #14
2026-04-06 16:28:02 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:02 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:02 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:10 | DEBUG    | naukri_agent.llm | LLM API call #15
2026-04-06 16:28:10 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:10 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:10 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:20 | DEBUG    | naukri_agent.llm | LLM API call #16
2026-04-06 16:28:21 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:21 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:21 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:29 | DEBUG    | naukri_agent.llm | LLM API call #17
2026-04-06 16:28:30 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:30 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:30 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:39 | DEBUG    | naukri_agent.llm | LLM API call #18
2026-04-06 16:28:39 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:39 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:39 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:47 | DEBUG    | naukri_agent.llm | LLM API call #19
2026-04-06 16:28:47 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:47 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:47 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:28:57 | DEBUG    | naukri_agent.llm | LLM API call #20
2026-04-06 16:28:57 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:28:57 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:28:57 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:06 | DEBUG    | naukri_agent.llm | LLM API call #21
2026-04-06 16:29:06 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:06 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:06 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:16 | DEBUG    | naukri_agent.llm | LLM API call #22
2026-04-06 16:29:16 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:16 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:16 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:24 | DEBUG    | naukri_agent.llm | LLM API call #23
2026-04-06 16:29:25 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:25 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:25 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:33 | DEBUG    | naukri_agent.llm | LLM API call #24
2026-04-06 16:29:34 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:34 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:34 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:34 | INFO     | naukri_agent.apply | Searching: 'AI Engineer' in Pune
2026-04-06 16:29:39 | INFO     | naukri_agent.apply | Found 39 listings for 'AI Engineer'
2026-04-06 16:29:48 | DEBUG    | naukri_agent.llm | LLM API call #25
2026-04-06 16:29:48 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:48 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:48 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:29:57 | DEBUG    | naukri_agent.llm | LLM API call #26
2026-04-06 16:29:57 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:29:57 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:29:57 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:05 | DEBUG    | naukri_agent.llm | LLM API call #27
2026-04-06 16:30:05 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:05 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:05 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:14 | DEBUG    | naukri_agent.llm | LLM API call #28
2026-04-06 16:30:15 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:15 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:15 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:24 | DEBUG    | naukri_agent.llm | LLM API call #29
2026-04-06 16:30:24 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:24 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:24 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:34 | DEBUG    | naukri_agent.llm | LLM API call #30
2026-04-06 16:30:34 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:34 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:34 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:44 | DEBUG    | naukri_agent.llm | LLM API call #31
2026-04-06 16:30:44 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:44 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:44 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:30:54 | DEBUG    | naukri_agent.llm | LLM API call #32
2026-04-06 16:30:54 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:30:54 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:30:54 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:31:05 | DEBUG    | naukri_agent.llm | LLM API call #33
2026-04-06 16:31:05 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:31:05 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:31:05 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:31:15 | DEBUG    | naukri_agent.llm | LLM API call #34
2026-04-06 16:31:15 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:31:15 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:31:15 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:31:24 | DEBUG    | naukri_agent.llm | LLM API call #35
2026-04-06 16:31:24 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:31:24 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:31:24 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:31:34 | DEBUG    | naukri_agent.llm | LLM API call #36
2026-04-06 16:31:34 | ERROR    | naukri_agent.llm | LLM call failed after retries: 404 models/gemini-1.5-flash is not found for API version v1beta, or is not supported for generateContent. Call ListModels to see the list of available models and their supported methods.
2026-04-06 16:31:34 | INFO     | naukri_agent.apply | Score: 50/100 — Could not evaluate (parse error). Applying by default.
2026-04-06 16:31:34 | INFO     | naukri_agent.apply | Skipping: Score 50 < threshold 60.
2026-04-06 16:31:35 | INFO     | naukri_agent.apply | Searching: 'ML Engineer' in Pune
2026-04-06 16:31:41 | INFO     | naukri_agent.apply | Found 39 listings for 'ML Engineer'
